country,year,Gender equality Index,United Nations m49 country code,Source
Sri Lanka,2015,54.60372,144,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sudan,2015,28.37526,729,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Suriname,2015,56.62586,740,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sweden,2015,91.90307,752,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Switzerland,2015,76.27198,756,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Syrian Arab Republic,2015,38.46589,760,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Tajikistan,2015,31.05348,762,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Thailand,2015,62.65723,764,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Timor-Leste,2015,46.00996,626,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Togo,2015,57.43529,768,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Trinidad and Tobago,2015,71.37483,780,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Tunisia,2015,63.56985,788,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Turkey,2015,46.08076,792,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Turkmenistan,2015,38.29857,795,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Uganda,2015,55.87273,800,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Ukraine,2015,67.1393,804,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United Arab Emirates,2015,44.53648,784,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United Kingdom,2015,74.08027,826,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United Rep. of Tanzania,2015,57.45531,834,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United States of America,2015,77.18313,840,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Uruguay,2015,74.4063,858,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Uzbekistan,2015,46.90146,860,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Vanuatu,2015,48.11333,548,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Venezuela (Boliv. Rep. of),2015,70.20978,862,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Viet Nam,2015,59.1021,704,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Yemen,2015,9.58676,887,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Zambia,2015,49.04277,894,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Zimbabwe,2015,52.1875,716,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Afghanistan,2016,31.17294,004,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Albania,2016,62.08976,008,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Algeria,2016,53.94794,012,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Angola,2016,49.33558,024,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Argentina,2016,76.53288,032,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Armenia,2016,48.84023,051,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Australia,2016,85.90961,036,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Austria,2016,76.33104,040,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Azerbaijan,2016,46.66369,031,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bahrain,2016,35.50387,048,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bangladesh,2016,48.5985,050,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Barbados,2016,72.48712,052,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Belarus,2016,70.27347,112,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Belgium,2016,92.78343,056,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Benin,2016,57.24434,204,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bhutan,2016,62.05526,064,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bolivia (Plurin. State of),2016,54.77779,068,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bosnia and Herzegovina,2016,57.85608,070,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Botswana,2016,56.43953,072,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Brazil,2016,70.7013,076,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bulgaria,2016,81.42558,100,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Burkina Faso,2016,51.26524,854,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Burundi,2016,48.75904,108,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cabo Verde,2016,56.25728,132,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cambodia,2016,41.50193,116,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cameroon,2016,50.7396,120,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Canada,2016,82.42303,124,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Central African Republic,2016,45.52307,140,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Chad,2016,31.52836,148,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Chile,2016,59.7948,152,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
China,2016,49.75647,156,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Colombia,2016,53.84514,170,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Comoros,2016,44.56296,174,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Congo,2016,29.35653,178,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Costa Rica,2016,80.43053,188,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Croatia,2016,73.32297,191,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cuba,2016,68.32931,192,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cyprus,2016,70.9255,196,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Czechia,2016,83.51031,203,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Côte dIvoire,2016,50.85037,384,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Dem. People's Rep. Korea,2016,42.25105,408,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Dem. Rep. of the Congo,2016,42.32296,180,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Denmark,2016,97.87998,208,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Djibouti,2016,29.17007,262,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Dominican Republic,2016,43.5288,214,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Ecuador,2016,59.35259,218,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Egypt,2016,34.32032,818,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
El Salvador,2016,44.74327,222,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Equatorial Guinea,2016,37.05204,226,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Eritrea,2016,26.3086,232,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Estonia,2016,86.81878,233,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Eswatini,2016,41.58992,748,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Ethiopia,2016,29.43171,231,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Fiji,2016,46.58311,242,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Finland,2016,85.25109,246,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
France,2016,83.24622,250,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Gabon,2016,50.64778,266,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Gambia,2016,44.75502,270,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Georgia,2016,65.56196,268,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Germany,2016,92.04143,276,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Ghana,2016,56.34641,288,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Greece,2016,78.40662,300,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Guatemala,2016,50.49526,320,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Guinea,2016,35.1597,324,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Guinea-Bissau,2016,45.66725,624,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Guyana,2016,59.61819,328,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Haiti,2016,32.50291,332,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Honduras,2016,48.85513,340,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Hungary,2016,74.09729,348,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Iceland,2016,77.01307,352,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
India,2016,50.19674,356,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Indonesia,2016,48.34757,360,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Iran (Islamic Republic of),2016,24.34706,364,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Iraq,2016,29.99038,368,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Ireland,2016,79.45252,372,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Israel,2016,69.09662,376,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Italy,2016,83.23596,380,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Jamaica,2016,83.58949,388,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Japan,2016,58.90162,392,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Jordan,2016,46.93996,400,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Kazakhstan,2016,55.9294,398,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Kenya,2016,48.23486,404,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Kuwait,2016,32.56061,414,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Kyrgyzstan,2016,54.90678,417,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Lao People's Dem. Rep.,2016,45.39643,418,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Latvia,2016,89.7658,428,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Lebanon,2016,35.47878,422,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Lesotho,2016,62.95878,426,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Liberia,2016,55.62268,430,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Libya,2016,29.38198,434,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Lithuania,2016,77.08397,440,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Luxembourg,2016,72.2456,442,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Madagascar,2016,52.55468,450,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Malawi,2016,48.4822,454,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Malaysia,2016,46.35645,458,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Maldives,2016,36.33678,462,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mali,2016,43.73191,466,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Malta,2016,71.50425,470,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mauritania,2016,37.86369,478,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mauritius,2016,62.45255,480,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mexico,2016,50.14601,484,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mongolia,2016,62.20428,496,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Montenegro,2016,54.31898,499,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Morocco,2016,47.26212,504,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mozambique,2016,61.05632,508,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Myanmar,2016,52.93992,104,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Namibia,2016,58.2881,516,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Nepal,2016,61.68806,524,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Netherlands,2016,89.82927,528,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
New Zealand,2016,85.38249,554,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Nicaragua,2016,55.33265,558,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Niger,2016,56.58573,562,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Nigeria,2016,42.70549,566,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
North Macedonia,2016,60.6073,807,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Norway,2016,96.10848,578,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Oman,2016,30.78071,512,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Pakistan,2016,54.86703,586,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Panama,2016,62.92493,591,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Paraguay,2016,47.14128,600,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Peru,2016,53.92051,604,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Philippines,2016,64.00446,608,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Poland,2016,80.04886,616,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Portugal,2016,81.82426,620,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Qatar,2016,37.89574,634,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Republic of Korea,2016,66.04974,410,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Republic of Moldova,2016,70.61313,498,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Romania,2016,62.62864,642,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Russian Federation,2016,53.81388,643,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Rwanda,2016,68.90993,646,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Saudi Arabia,2016,15.71498,682,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Senegal,2016,56.15131,686,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Serbia,2016,60.42589,688,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sierra Leone,2016,54.05546,694,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Singapore,2016,69.19705,702,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Slovakia,2016,67.81676,703,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Slovenia,2016,84.7102,705,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Solomon Islands,2016,26.00628,090,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Somalia,2016,25.31309,706,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
South Africa,2016,62.81946,710,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Spain,2016,82.88039,724,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sri Lanka,2016,57.00745,144,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sudan,2016,32.70888,729,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Suriname,2016,58.57366,740,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sweden,2016,91.90307,752,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Switzerland,2016,75.08656,756,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Syrian Arab Republic,2016,36.22596,760,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Tajikistan,2016,25.13267,762,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Thailand,2016,60.81558,764,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Timor-Leste,2016,43.28539,626,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Togo,2016,57.43529,768,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Trinidad and Tobago,2016,73.24092,780,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Tunisia,2016,60.84294,788,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Turkey,2016,44.08202,792,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Turkmenistan,2016,40.14249,795,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Uganda,2016,52.92751,800,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Ukraine,2016,71.22427,804,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United Arab Emirates,2016,36.87133,784,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United Kingdom,2016,75.1887,826,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United Rep. of Tanzania,2016,59.08404,834,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United States of America,2016,76.38736,840,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Uruguay,2016,72.33383,858,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Uzbekistan,2016,47.33822,860,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Vanuatu,2016,48.44392,548,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Venezuela (Boliv. Rep. of),2016,70.9702,862,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Viet Nam,2016,59.30486,704,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Yemen,2016,18.82981,887,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Zambia,2016,49.03528,894,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Zimbabwe,2016,54.60125,716,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Afghanistan,2017,32.81713,004,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Albania,2017,60.98549,008,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Algeria,2017,54.00351,012,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Angola,2017,51.81475,024,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Argentina,2017,77.10974,032,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Armenia,2017,52.97552,051,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Australia,2017,87.54053,036,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Austria,2017,79.39088,040,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Azerbaijan,2017,47.49955,031,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bahrain,2017,35.50387,048,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bangladesh,2017,46.04747,050,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Barbados,2017,73.64341,052,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Belarus,2017,73.54689,112,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Belgium,2017,92.78343,056,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Benin,2017,61.76787,204,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bhutan,2017,57.68785,064,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bolivia (Plurin. State of),2017,59.38535,068,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bosnia and Herzegovina,2017,57.85608,070,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Botswana,2017,56.43953,072,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Brazil,2017,61.43772,076,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bulgaria,2017,80.59063,100,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Burkina Faso,2017,51.65196,854,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Burundi,2017,56.58876,108,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cabo Verde,2017,57.14305,132,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cambodia,2017,42.70479,116,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cameroon,2017,52.62471,120,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Canada,2017,84.30911,124,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Central African Republic,2017,45.32838,140,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Chad,2017,35.89748,148,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Chile,2017,61.40729,152,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
China,2017,49.97209,156,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Colombia,2017,53.84514,170,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Comoros,2017,42.77649,174,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Congo,2017,31.65781,178,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Costa Rica,2017,80.43053,188,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Croatia,2017,68.75742,191,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cuba,2017,68.86531,192,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cyprus,2017,70.13609,196,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Czechia,2017,78.89021,203,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Côte dIvoire,2017,51.36746,384,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
